Stock,ID
Nippon India Mutual Fund,08ABB
Nippon India Mutual Fund,08QPD
Nippon India Mutual Fund,08AGG
Nippon India Mutual Fund,08QPR
Nippon India Mutual Fund,08AQD
Nippon India Mutual Fund,08DPD
Nippon India Mutual Fund,08AQR
Nippon India Mutual Fund,08DPR
Nippon India Mutual Fund,08ADD
Nippon India Mutual Fund,11DPR
Nippon India Mutual Fund,11GPG
Nippon India Mutual Fund,11MPD
Nippon India Mutual Fund,11MPR
Nippon India Mutual Fund,11QPD
Nippon India Mutual Fund,11QPR
Nippon India Mutual Fund,11ADD
Nippon India Mutual Fund,11ADR
Nippon India Mutual Fund,11AGG
Nippon India Mutual Fund,AMD 11.00
Nippon India Mutual Fund,11AMR
Nippon India Mutual Fund,11AQD
Nippon India Mutual Fund,11AQR
Nippon India Mutual Fund,11DPD
Nippon India Mutual Fund,INFRABEES
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA
Niraj Cement Structurals Limited,NIRAJ
"Nirav Commercials Ltd.,",NIRAVCOM
Nirbhay Colours India Limited,NIRBHAYIND
"Nirlon Limited,",NIRLON
Nitco Ltd.,NITCO
Nitin Castings Limited,NITINCAST
Nitin Spinners Ltd.,NITINSPIN
Nitta Gelatin India Ltd,NITTAGELA
NIVAKA FASHIONS LIMITED,NIVAKA
"Nivi Trading Ltd.,",ZNIVITRD
Niyogin Fintech Limited,NIYOGIN
NLC India Limited,NLCINDIA
NMDC Ltd,NMDC
NMDC Steel Limited,NSLNISP
NMS RESOURCES GLOBAL LIMITED,NMSRESRC
NOCIL Ltd,NOCIL
Noida Toll Bridge Company Ltd,NOIDATOLL
Norben Tea & Exports Ltd,NORBTEAEXP
Norris Medicines Ltd.,NORRIS
North Eastern Carrying Corporation Limited,NECCLTD
Northern Spirits Limited,NSL
Northlink Fiscal And Capital Services Ltd.,NORTHLINK
Nouveau Global Ventures Limited,NOUVEAU
Nova Iron & Steel Ltd.,NOVIS
Novartis India Limited.,NOVARTIND
Novateor Research Laboratories Limited,NOVATEOR
NPR Finance Ltd.,NPRFIN
NRB Bearings Ltd.,NRBBEARING
NRB INDUSTRIAL BEARINGS LIMITED,NIBL
NTC INDUSTRIES LIMITED,NTCIND
NTPC Limited,NTPC
Nucleus Software Exports Ltd,NUCLEUS
Nureca Limited,NURECA
Nutech Global Ltd.,NUTECGLOB
Nuvama Wealth Management Limited,NUVAMA
Nuvoco Vistas Corporation Limited,NUVOCO
Nuway Organic Naturals (India) Ltd.,NUWAY
Nyssa Corporation Limited,NYSSACORP
O. P. Chains Limited,OPCHAINS
Oasis Securities Limited,OASISEC
OBEROI REALTY LIMITED,OBEROIRLTY
ObjectOne Information Systems Ltd,OONE
Octal Credit Capital Ltd.,OCTAL
Octavius Plantations Limited,OCTAVIUSPL
Octaware Technologies Limited,OCTAWARE
Odyssey Corporation Ltd.,ODYCORP
Odyssey Technologies Ltd.,ODYSSEY
Oil And Natural Gas Corporation Ltd,ONGC
Oil Country Tubular Ltd.,OILCOUNTUB
Oil India Limited,OIL
OK Play India Ltd.,OKPLA
Olatech Solutions Limited,OLATECH
OLECTRA GREENTECH LIMITED,OLECTRA
Olympia Industries Ltd.,OLYMPTX
Olympic Cards Limited,OLPCL
"Olympic Oil Industries Ltd.,",OLYOI
OM INFRA LIMITED,OMINFRAL
"Omax Autos Ltd.,",OMAXAUTO
OMAXE LIMITED,OMAXE
Omega Interactive Technologies Ltd.,OMEGAIN
Omkar Pharmachem Ltd.,OMKARPH
OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM
Omni Axs Software Ltd.,OMNIAX
Omnipotent Industries Limited,OMNIPOTENT
Omnitex Industries (India) Ltd.,OMNITEX
One 97 Communications Limited,PAYTM
ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL
Onelife Capital Advisors Ltd,ONELIFECAP
Onesource Ideas Venture Limited,OIVL
OnMobile Global Ltd.,ONMOBILE
Ontic Finserve Limited,ONTIC
Onward Technologies Ltd.,ONWARDTEC
Optiemus Infracom Limited,OPTIEMUS
Optimus Finance Limited,OPTIFIN
Oracle Financial Services Software Limited,OFSS
Orbit Exports Ltd.,ORBTEXP
ORCHASP LIMITED,ORCHASP
Orchid Pharma Limited,ORCHPHARMA
Organic Coatings Ltd.,ORGCOAT
ORGANIC RECYCLING SYSTEMS LIMITED,ORGANICREC
Oricon Enterprises Ltd.,ORICONENT
Orient Bell Limited,ORIENTBELL
"Orient Beverages Ltd.,",ORIBEVER
ORIENT CEMENT LIMITED,ORIENTCEM
ORIENT CERATECH LIMITED,ORIENTCER
Orient Electric Limited,ORIENTELEC
Orient Green Power Company Limited,GREENPOWER
Orient Paper & Industries Ltd.,ORIENTPPR
Orient Press ltd.,ORIENTLTD
Orient Tradelink Ltd.,ORIENTTR
ORIENTAL AROMATICS LIMITED,OAL
"Oriental Carbon & Chemicals Ltd.,",OCCL
"Oriental Hotels Ltd.,",ORIENTHOT
ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL
Oriental Trimex Limited,ORIENTALTL
Orissa Bengal Carrier Limited,OBCL
Orissa Minerals Development Company Limited,ORISSAMINE
Orosil Smiths India Limited,OROSMITHS
Ortin Laboratories Limited,ORTINLAB
"Oseaspre Consultants Ltd.,",OSEASPR
OSIAJEE TEXFAB LIMITED,OSIAJEE
"Oswal Agro Mills Ltd.,",OSWALAGRO
Oswal Greentech Limited,OSWALGREEN
Oswal Overseas Ltd,OSWALOR
Otco International Ltd,OTCO
Ovobel Foods Ltd.,OVOBELE
OXYGENTA PHARMACEUTICAL LIMITED,OXYGENTAPH
"P.B.M. Polytex Ltd.,",PBMPOLY
P.G.Foils Ltd.,PGFOILQ
P.H. Capital Ltd.,PHCAP
P.M. Telelinnks Limited,PMTELELIN
PACE E-COMMERCE VENTURES LIMITED,PACE
Pacific Industries ltd.,PACIFICI
Padam Cotton Yarns Ltd.,PADAMCO
Padmalaya Telefilms Ltd.,PADMALAYAT
Padmanabh Alloys & Polymers Ltd.,PADALPO
Padmanabh Industries Limited,PADMAIND
Page Industries Ltd.,PAGEIND
PAISALO DIGITAL LIMITED,PAISALO
PAKKA LIMITED,PAKKA
Palash Securities Limited,PALASHSECU
Palco Metals Limited,PALCO
Palm Jewels Limited,PALMJEWELS
Palred Technologies Limited,PALREDTEC
Pan Electronics India Ltd.,PANELEC
Pan India Corporation Ltd,PANINDIAC
PANABYTE TECHNOLOGIES LIMITED,PANABYTE
Panacea Biotec Ltd.,PANACEABIO
PANAFIC INDUSTRIALS LTD,PANAFIC
Panama Petrochem Ltd.,PANAMAPET
Panasonic Carbon India Co.Ltd,PANCARBON
Panasonic Energy India Co. Ltd.,PANAENERG
Panchmahal Steel Ltd.,PANCHMAHQ
Panchsheel Organic Ltd.,PANCHSHEEL
Panjon Ltd.,PANJON
Pankaj Piyush Trade & Inv. Ltd,PANKAJPIYUS
Pankaj Polymers Ltd.,PANKAJPO
PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA
PANTH INFINITY LIMITED,PANTH
Panyam Cements & Mineral Inds. Ltd.,PANCM
PAOS INDUSTRIES LIMITED,PAOS
Paradeep Phosphates Limited,PARADEEP
Parag Milk Foods Limited,PARAGMILK
Paragon Finance Ltd.,PARAGONF
Paramount Communications Ltd.,PARACABLES
Paramount Cosmetics (India) Ltd,PARMCOS-B
Paras Defence and Space Technologies Limited,PARAS
Paras Petrofils Ltd.,PARASPETRO
Parker Agro Chem Export Ltd.,PARKERAC
PARLE INDUSTRIES LIMITED,PARLEIND
Parmax Pharma Limited,PARMAX
PARMESHWARI SILK MILLS LIMITED,PARMSILK
Parnax Lab Limited,PARNAXLAB
Parshva Enterprises Limited,PARSHVA
Parshwanath Corporation Limited,PARSHWANA
Parsvnath Developers Ltd.,PARSVNATH
Parvati Sweetners and Power Ltd.,PARVATI
Pasari Spinning Mills Ltd.,PASARI
Pasupati Acrylon Ltd.,PASUPTAC
"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG
Patanjali Foods Limited,PATANJALI
Patdiam Jewellery Limited,PJL
Patel Engineering Ltd,PATELENG
Patel Integrated Logistics Ltd,PATINTLOG
Patels Airtemp (I) Ltd.,PATELSAI
Patidar Buildcon Limited,PATIDAR
Patron Exim Limited,PATRON
Patspin India Ltd.,PATSPINLTD
Paul Merchants Ltd.,PML
PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD
Pavna Industries Limited,PAVNAIND
PB Fintech Limited,POLICYBZR
PBA INFRASTRUCTURE LTD.,PBAINFRA
PC JEWELLER LIMITED,PCJEWELLER
PCBL LIMITED,PCBL
PCS Technology Ltd.,PCS
PDS LIMITED,PDSL
Pearl Global Industries Limited,PGIL
Pearl Green Clubs and Resorts Limited,PGCRL
Pearl Polymers Ltd.,PEARLPOLY
PECOS Hotels And Pubs Limited,PECOS
"Pee Cee Cosma Sope Ltd.,",PCCOSMA
Peeti Securities Ltd.,PEETISEC
Peninsula Land Limited,PENINLAND
"Pennar Industries Ltd.,",PENIND
Pentokey Organy (India) Ltd.,PNTKYOR
"Peoples Investments Ltd.,",PEOPLIN
Perfect-Octave Media Projects Ltd,OCTAVE
Perfectpac Limited,PERFEPA
Permanent Magnets Ltd.,PERMAGN
Persistent Systems Limited,PERSISTENT
Pervasive Commodities Limited,PERVASIVE
"Pet Plastics Ltd.,",PETPLST
PETRONET LNG LTD.,PETRONET
"Pfizer Ltd.,",PFIZER
PG Electroplast Limited,PGEL
PH Trading Ltd.,PHTRADING
Phaarmasia Limited.,PHRMASI
Pharmaids Pharmaceuticals Ltd.,PHARMAID
Phoenix International Ltd.,PHOENXINTL
PHOENIX TOWNSHIP LIMITED,PHOENIXTN
Photon Capital Advisors Ltd,PHOTON
Photoquip India Ltd.,PHOTOQUP
Phyto Chem (India) Ltd.,PHYTO
PI Industries Limited,PIIND
Piccadily Agro Industries ltd.,PICCADIL
Piccadily Sugar  & Allied Ltd.,PICCASUG
Picturehouse Media Limited,PICTUREHS
Pidilite Industries Ltd.,PIDILITIND
Pil Italica Lifestyle Limited,PILITA
Pilani Investment And Industries Corporation Limited,PILANIINVS
Pioneer Agro Extracts ltd.,PIONAGR
Pioneer Embroideries Ltd.,PIONEEREMB
Pioneer Investcorp Ltd,PIONRINV
Piramal Enterprises Limited,PEL
PIRAMAL PHARMA LIMITED,PPLPHARMA
PITTI ENGINEERING LIMITED,PITTIENG
"Pix Transmissions Ltd.,",PIXTRANS
Plastiblends India Ltd.,PLASTIBLEN
PlatinumOne Business Services Limited,POBS
Plaza Wires Limited,PLAZACABLE
PMC Fincorp Limited,PMCFIN
PNB Gilts Ltd,PNBGILTS
PNB Housing Finance Limited,PNBHOUSING
PNC Infratech Limited,PNCINFRA
PNGS GARGI FASHION JEWELLERY LIMITED,GARGI
POCL ENTERPRISES LTD,POEL
Poddar Housing and Development Limited,PODDARHOUS
Poddar Pigments Ltd.,PODDARMENT
Pokarna Ltd.,POKARNA
Polo Hotels Ltd.,POLOHOT
Polo Queen Industrial and Fintech Limited ,PQIF
"Polson Ltd.,",POLSON
Poly Medicure Ltd,POLYMED
Polycab India Limited,POLYCAB
Polychem Ltd,POLYCHEM
Polycon International Ltd.,POLYCON
Polylink Polymers (india) Ltd.,POLYLINK
Polymac Thermoformers Limited,POLYMAC
"Polymechplast Machines Ltd.,",POLYCHMP
"Polyplex Corporation Ltd.,",POLYPLEX
POLYSPIN EXPORTS LIMITED,POLYSPIN
"Polytex India Ltd.,",POLYTEX
Pondy Oxides & Chemicals Limited,POCL
Ponni Sugars (Erode) Ltd.,PONNIERODE
Pooja Entertainment and Films Ltd.,POOJAENT
Poojawestern Metaliks Limited,POOJA
Poona Dal And Oil Industries Ltd.,POONADAL
POONAWALLA FINCORP LIMITED,POONAWALLA
Popular Estate Management Ltd,POPULARES
PORWAL AUTO COMPONENTS LIMITED,PORWAL
Power & Instrumentation (Gujarat) Limited,PIGL
Power Finance Corporation Ltd,PFC
POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID
Power Mech Projects Limited,POWERMECH
PPAP Automotive Limited,PPAP
PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL
PRABHHANS INDUSTRIES LIMITED,PRABHHANS
"Prabhu Steel Industries Ltd.,",ZPRBHSTE
Pradeep Metals Ltd.,PRADPME
PRADHIN LIMITED,PRADHIN
Prag Bosimi Synthetics Ltd.,PRAGBOS
Praj Industries Ltd.,PRAJIND
Prajay Engineers Syndicate Ltd.,PRAENG
"Prakash Industries Ltd.,",PRAKASH
Prakash Pipes Limited,PPL
Prakash Steelage Limited,PRAKASHSTL
Prakash Woollen & Synthetic Mills Ltd ,PWASML
Prashant India Ltd,PRSNTIN
Prataap Snacks Limited,DIAMONDYD
Pratik Panels Ltd.,PRATIK
Pratiksha Chemicals Ltd.,PRATIKSH
PRAVEG LIMITED,PRAVEG
Praxis Home Retail Limited ,PRAXIS
Precision Camshafts Limited,PRECAM
Precision Containeurs Limited.,PRECISION
"Precision Electronics Ltd.,",PRECISIO
"Precision Wires India ltd.,",PRECWIRE
Premco Global Ltd.,PREMCO
"Premier Capital Services Ltd.,",PREMCAP
Premier Explosives Ltd.,PREMEXPLN
Premier Polyfilm Ltd.,PREMIERPOL
"Premier Synthetics Ltd.,",PREMSYN
Prerna Infrabuild Limited,PRERINFRA
Pressure Sensitive Systems (India),PRESSURS
Prestige Estates Projects Limited,PRESTIGE
Prevest Denpro Limited,PREVEST
Pricol Limited,PRICOLLTD
Prima Agro Ltd.,PRIMAGR
Prima Industries Ltd.,PRIMAIN
Prima Plastics Ltd.,PRIMAPLA
Prime Focus Limited,PFOCUS
PRIME FRESH LIMITED,PRIMEFRESH
Prime Industries Ltd.,PRIMIND
Prime Property Development Corporation Ltd.,PRIMEPRO
Prime Securities Ltd.,PRIMESECU
Prime Urban Development India Ltd,PRIMEURB
Primo Chemicals Limited,PRIMO
Prince Pipes and Fittings Limited,PRINCEPIPE
Prism Finance Ltd.,PRISMFN
PRISM JOHNSON LIMITED.,PRSMJOHNSN
Prism Medico and Pharmacy Ltd.,PRISMMEDI
PRISMX GLOBAL VENTURES LIMITED,PRISMX
Prithvi Exchange (India) Limited,PRITHVIEXCH
Pritika Auto Industries Limited,PRITIKAUTO
Pritish Nandy Communications Ltd,PNC
PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL
Priya Limited.,PRIYALT
PRO CLB GLOBAL LIMITED,PROCLB
Pro Fin Capital Services Ltd,PROFINC
PROCTER & GAMBLE HEALTH LIMITED,PGHL
Procter & Gamble Hygiene & Health Care Ltd.,PGHH
PROGREX VENTURES LIMITED,PROGREXV
PROMACT IMPEX LIMITED,PROMACT
Promax Power Limited,PROMAX
Prospect Commodities Limited,PCL
Protean eGov Technologies Limited,PROTEAN
PROZONE REALTY LIMITED,PROZONER
Prudent Corporate Advisory Services Limited,PRUDENT
Prudential Sugar Corporation Ltd,PRUDMOULI
PSP Projects Limited,PSPPROJECT
PTC India Financial Services Limited,PFS
PTC India Ltd,PTC
PTC Industries Ltd.,PTCIL
PTL Enterprises Ltd,PTL
Pudumjee Paper Products Limited,PDMJEPAPER
Pulsar International Limited,PULSRIN
"Punctual Trading Ltd.,",PUNCTRD
PUNJAB & SIND BANK,PSB
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM
Punjab Communications Limited,PUNJCOMMU
Punjab National Bank,PNB
Puravankara Limited,PURVA
Purity Flex Pack Ltd,PURITY
Purple Entertainment Limited,PURPLE
Purshottam Investofin Limited,PURSHOTTAM
PVP Ventures Ltd,PVP
PVR INOX LIMITED,PVRINOX
PVV Infra Limited,PVVINFRA
Pyramid Technoplast Limited,PYRAMID
Pyxis Finvest Limited,PYXISFIN
QGO FINANCE LIMITED,QGO
Quadrant Televentures Limited,QUADRANT
Quality RO Industries Limited,QRIL
Quantum Asset Management Co. Pvt. Ltd.,QNIFTY
Quantum Build-Tech Limited,QUANTBUILD
Quantum Digital Vision (India) Ltd.,QUANTDIA
Quasar India Limited,QUASAR
Quess Corp Limited,QUESS
QUEST CAPITAL MARKETS LIMITED,QUESTCAP
QUEST SOFTECH (INDIA) LIMITED,QUEST
Quick Heal Technologies Limited,QUICKHEAL
Quint Digital Limited,QUINT
R J BIO-TECH LIMITED,RJBIOTECH
R R KABEL LIMITED,RRKABEL
R S Software India Ltd.,RSSOFTWARE
R Systems International Limited,RSYSTEMS
R.B.Gupta Financials Ltd.,RBGUPTA
"R.J. Shah & Co. Ltd.,",RJSHAH
R.R.Financial Consultants Ltd.,RRFIN
R.R.Securities Ltd.,RRSECUR
R&B Denims Limited,RNBDENIMS
Raaj Medisafe India Limited,RAAJMEDI
RACE ECO CHAIN LIMITED,RACE
RACL Geartech Limited,RACLGEAR
RADAAN MEDIAWORKS (I) LIMITED,RADAAN
Radhagobind Commercial Limited,RCL
Radhe Developers (India) ltd.,RADHEDE
Radhika Jeweltech Limited,RADHIKAJWE
Radiant Cash Management Services Limited,RADIANTCMS
Radico Khaitan Ltd.,RADICO
Radix Industries (India) Limited,RADIXIND
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL
Raghunath International Ltd.,RAGHUNAT
Raghunath Tobacco Co. Ltd.,RAGHUTOB
Raghuvansh Agrofarms Limited,RAFL
Raghuvir Synthetics Ltd.,RAGHUSYN
Rahul Merchandising ltd.,RAHME
Raideep Industries Limited,RAIDEEPIND
Rail Vikas Nigam Limited,RVNL
RailTel Corporation of India Limited,RAILTEL
Rain Industries Limited,RAIN
Rainbow Children's Medicare Limited,RAINBOW
Rainbow Foundations Ltd,RAINBOWF
RAJ OIL MILLS LIMITED,ROML
Raj Packaging Industries Ltd.,RAJPACK
Raj Rayon Industries Limited,RAJRILTD
Raj Television Network Ltd,RAJTV
Raja Bahadur International Ltd,RAJABAH
Rajapalayam Mills Limited,RAJPALAYAM
Rajasthan Cylinders & Containers Limited,RCCL
Rajasthan Gases Ltd.,RAJGASES
"Rajasthan Petro Synthetics Ltd.,",RAJSPTR
Rajasthan Tube Mfg. Co,RAJTUBE
"Rajdarshan Industries Ltd.,",ARENTERP
Rajesh Exports Ltd.,RAJESHEXPO
Rajeshwari Cans Limited,RCAN
Rajeswari Infrastructure Limited,RAJINFRA
Rajkamal Synthetics Ltd.,RAJKSYN
Rajkot Investment Trust Limited,RAJKOTINV
Rajnish Wellness Limited,RAJNISH
Rajoo Engineers Ltd.,RAJOOENG
Rajputana Investment and Finance Ltd.,RAJPUTANA
Rajratan Global Wire Ltd,RAJRATAN
"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG
RAJVI LOGITRADE LIMITED,RAJVI
Rallis India Ltd,RALLIS
Ram Ratna Wires Ltd.,RAMRAT
"Rama Paper Mills Limited,",RAMAPPR-B
Rama Phosphates Ltd.,RAMAPHO
Rama Steel Tubes Limited,RAMASTEEL
Rama Vision Ltd,RAMAVISION
Ramasigns Industries Limited,RAMASIGNS
Ramchandra Leasing & Finance Limited,RLFL
Ramco Industries Ltd,RAMCOIND
Ramco Systems Ltd,RAMCOSYS
Ramgopal Polytex Ltd,RAMGOPOLY
RAMINFO LIMITED,RAMINFO
ramkrishna forgings Ltd.,RKFORGE
Ramky Infrastructure Limited,RAMKY
Ramsons Projects Ltd.,RAMSONS
Rana Sugars Ltd.,RANASUG
Rander Corporation Ltd.,RANDER
Rane (Madras)  Ltd.,RML
Rane Brake Lining Limited,RBL
Rane Engine Valve Limited,RANEENGINE
Rane Holdings Ltd.,RANEHOLDIN
Ranjeet Mechatronics Limited,RANJEET
Rap Media Ltd.,RAP
"Rapicut Carbides Ltd.,",RAPICUT
"Ras Resorts & Apart Hotels Ltd.,",RASRESOR
Rasandik Engg. Industries India Ltd,RASANDIK
Rashtriya Chemicals & Fertilizers Limited,RCF
Rasi Electrodes Ltd.,RASIELEC
RateGain Travel Technologies Limited,RATEGAIN
RATHI BARS LIMITED,RATHIBAR
"Rathi Steel & Power Ltd,",RATHIST
Ratnabhumi Developers Limited,RATNABHUMI
Ratnamani Metals & Tubes Ltd,RATNAMANI
Ratnaveer Precision Engineering Limited,RATNAVEER
RATTANINDIA ENTERPRISES LIMITED,RTNINDIA
RattanIndia Power Limited,RTNPOWER
Raunaq EPC International Limited,RAUNAQEPC
Ravi Kumar Distilleries Limited,RKDL
Ravileela Granites Limited,RALEGRA
Ravinder Heights Limited,RVHL
RAVINDRA ENERGY LIMITED,RELTD
Raw Edge Industrial Solutions Limited,RAWEDGE
Raymond Limited,RAYMOND
RBL Bank Limited,RBLBANK
RBZ Jewellers Limited,RBZJEWEL
RDB Rasayans Limited,RDBRL
RDB Realty & Infrastructure Limited,RDBRIL
REAL ECO-ENERGY LIMITED,REALECO
Real Touch Finance Limited,RTFL
REC LIMITED,RECLTD
Redington Limited,REDINGTON
REDTAPE Limited,REDTAPE
REETECH INTERNATIONAL CARGO AND COURIER LIMITED,REETECH
Refex Industries Limited,REFEX
Refex Renewables & Infrastructure Limited,REFEXRENEW
Regency Ceramics Ltd,REGENCERAM
REGENCY FINCORP LIMITED,REGENCY
Regency Trust Ltd.,REGTRUS
Regent Enterprises Limited,REGENTRP
REGIS INDUSTRIES LIMITED,REGIS
Relaxo Footwears Ltd.,RELAXO
Reliable Ventures India Ltd,RELIABVEN
"Reliance Chemotex Industries Ltd.,",RELCHEMQ
Reliance Home Finance Limited,RHFL
Reliance Industrial Infrastructure,RIIL
Reliance Industries Ltd,RELIANCE
Reliance Infrastructure Ltd,RELINFRA
Reliance Mutual Fund-Permitted,NIFTYBEES
Reliance Mutual Fund-Permitted,JUNIORBEES
Reliance Mutual Fund-Permitted,BANKBEES
Reliance Mutual Fund-Permitted,PSUBNKBEES
Reliance Mutual Fund-Permitted,SHARIABEES
Reliance Power Limited,RPOWER
Relic Technologies Ltd.,RELICTEC
Relicab Cable Manufacturing Limited,RELICAB
Religare Enterprises Ltd,RELIGARE
REMEDIUM LIFECARE LIMITED,REMLIFE
Remi Edelstahl Tubulars Limited,REMIEDEL
Remsons Industries Ltd.,REMSONSIND
RENAISSANCE GLOBAL LIMITED,RGL
Repco Home Finance Limited,REPCOHOME
Repro India Ltd.,REPRO
RESGEN LIMITED,RESGEN
Resonance Specialties Limited,RESONANCE
Response Informatics Limited,RESPONSINF
Responsive Industries Ltd,RESPONIND
Restaurant Brands Asia Limited,RBA
Restile Ceramics Ltd.,RESTILE
Retina Paints Limited,RETINA
Retro Green Revolution Limited,RGRL
Revati Organics Ltd.,REVAORG
Rex Sealing and Packing Industries Limited,REXSEAL
Rexnord Electronics & Controls Ltd.,REXNORD
RGF Capital Markets Limited,RGF
Rhetan TMT Limited,RHETAN
RHI MAGNESITA INDIA LIMITED,RHIM
Riba Textiles Ltd.,RIBATEX
Rich Universe Network Ltd,RICHUNV
Richa Industries Limited,RICHAIND
Richfield Financial Services Ltd.,RFSL
RICO Auto Industries Ltd.,RICOAUTO
Riddhi Corporate Services Limited,RIDDHICORP
Riddhi Siddhi Gluco Biols Ltd,RIDDHI
Riddhi Steel and Tube Limited,RSTL
Ridhi Synthetics Ltd.,RIDHISYN
Ridings Consulting Engineers India Limited,RIDINGS
RIR POWER ELECTRONICS LIMITED,RIR
Risa International Limited,RISAINTL
Rishabh Digha Steel And Allied Prod,RISHDIGA
Rishabh Instruments Limited,RISHABH
Rishi Laser  Ltd.,RISHILASE
Rishi Techtex Limited,RISHITECH
Rishiroop Limited,RISHIROOP
RITA FINANCE AND LEASING LIMITED,RFLL
Ritco Logistics Limited,RITCO
RITES Limited,RITES
Ritesh International Ltd,RITESHIN
Rithwik Facility Management Services Limited,RITHWIKFMS
RLF Ltd.,RLF
RMC SWITCHGEARS LIMITED,RMC
RO Jewels Limited,ROJL
ROBUST HOTELS LIMITED,RHL
Rodium Realty Limited,RODIUM
"Rolcon Engineering Co. Ltd.,",ROLCOEN
Rolex Rings Limited,ROLEXRINGS
"Rollatainters Ltd.,",ROLLT
Roni Households Limited,RONI
Roopa Industries Ltd.,ROOPAIND
Roopshri Resorts Limited,ROOPSHRI
Rose Merc.Limited,ROSEMER
Roselabs Finance Ltd.,ROSELABS
ROSSARI BIOTECH LIMITED,ROSSARI
Rossell India Limited,ROSSELLIND
Roto Pumps Ltd.,ROTO
Route Mobile Limited,ROUTE
Royal Cushion Vinyl Products Ltd.,ROYALCU
Royal India Corporation Limited,ROYALIND
Royal Orchid Hotels Ltd,ROHLTD
Royale Manor Hotels & Industries Lt,RAYALEMA
RPG Life Sciences Limited,RPGLIFE
RPP INFRA PROJECTS LIMITED,RPPINFRA
RPSG VENTURES LIMITED,RPSGVENT
RRIL LIMITED,RRIL
RSC International Limited,RSCINT
RSD Finance Limited,RSDFIN
RSWM Limited,RSWM
RTS Power Corporation Ltd.,RTSPOWR
Rubfila International Ltd.,RUBFILA
"Ruby Mills Ltd.,",RUBYMILLS
Ruchi Infrastructure Ltd,RUCHINFRA
Ruchira Papers Ltd,RUCHIRA
RUDRA GLOBAL INFRA PRODUCTS LIMITED,RUDRA
Rungta Irrigation Ltd.,RUNGTAIR
RUPA & COMPANY LIMITED,RUPA
Rushil Decor Limited,RUSHIL
"S & S Power Switchgears Ltd.,",S&SPOWER
S & T Corporation Limited,STCORP
S Chand And Company Limited,SCHAND
S H Kelkar and Company Limited,SHK
S R G SECURITIES FINANCE LIMITED,SRGSFL
S V Global Mill Limited,SVGLOBAL
S. M. Gold Limited,SMGOLD
S.A.L. Steel Ltd.,SALSTEEL
S.I.Capital And Financial Services,SICAPIT
S.J.S. Enterprises Limited,SJS
S.P. Apparels Limited,SPAL
S.P.Capital Financing Ltd.,SPCAPIT
S.R.Industries Ltd.,SRIND
"S.V. Trading & Agencies Ltd.,",ZSVTRADI
S.V.J.ENTERPRISES LIMITED,SVJ
Sab Events & Governance Now Media Limited,SABEVENTS
SAB INDUSTRIES LIMITED,SAB
Saboo Brothers Ltd.,SABOOBR
Saboo Sodium Chloro Ltd.,SABOOSOD
Sacheta Metals Ltd.,SACHEMT
Sadbhav Engineering Ltd.,SADBHAV
Sadbhav Infrastructure Project Limited,SADBHIN
"Sadhana Nitrochem Ltd.,",SADHNANIQ
SADHNA BROADCAST LTD,SADHNA
Safa Systems & Technologies Limited,SSTL
"Safari Industries (India) Ltd.,",SAFARI
Saffron Industries Limited,SAFFRON
Sagar Cements Ltd,SAGCEM
Sagar Diamonds Limited,SAGAR
Sagar Productions Limited,SAGARPROD
"Sagar Soya Products Ltd.,",SAGRSOY-B
Sagar Systech Ltd.,SAGARSYST
Sagarsoft (India) Limited,SAGARSOFT
Sah Polymers Limited,SAH
Sahara HousingFina Corporation Ltd.,SAHARAHOUS
Sahara Maritime Limited,SMARITIME
SAHYADRI INDUSTRIES LTD.,SAHYADRI
Sai Capital Ltd.,SAICAPI
Sai Silks (Kalamandir) Limited,KALAMANDIR
Saianand Commercial Limited,SAICOM
SAILANI TOURS N TRAVELS LIMITED,SAILANI
Sainik Finance and Industries Ltd,SAINIK
Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN
Saksoft Limited,SAKSOFT
"Sakthi Finance Ltd.,",SAKTHIFIN
Sakthi Sugars Ltd.,SAKHTISUG
Sakuma Exports Ltd.,SAKUMA
SAL AUTOMOTIVE LIMITED,SALAUTO
Salasar Techno Engineering Limited,SALASAR
Salem Erode Investments Ltd.,SALEM
Salona Cotspin Ltd.,SALONA
Salora International Limited,SALORAINTL
"Salzer Electronics Ltd.,",SALZERELEC
Sam Industries Ltd.,SAMINDUS
Sambandam Spinning Mills Ltd.,SAMBANDAM
Sambhaav Media Ltd.,SAMBHAAV
Samhi Hotels Limited,SAMHI
Samkrg Pistons and Rings Ltd.,SAMKRG
Samor Reality Limited,SAMOR
